COLLEGE_COMPETITOR_ID,COLLEGE_UUID,COLLEGE_NAME,COMPETITOR_UUID,COMPETITOR_NAME,COMPETITOR_SET_NAME,COMPETITOR_SET_DESCRIPTION,COMPETITOR_SET_PRIORITY
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,eab48e37-afef-49f3-a5c9-c3b7b5571e43,George Mason University,Computer Science,Colleges in overlap markets offering computer science,1
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,2b3e0dea-5255-4fa4-af03-4a14bb5889f0,New Jersey Institute of Technology,Computer Science,Colleges in overlap markets offering computer science,1
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,247dcdd9-5818-47b5-a3f3-fbb1037212c4,University of Maryland - Baltimore,Computer Science,Colleges in overlap markets offering computer science,1
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,79f8ae06-8878-4e4e-87de-0301f452173a,University of Maryland - College Park,Computer Science,Colleges in overlap markets offering computer science,1
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,8d46846a-1658-4bee-9be5-907f81bed79a,Goucher College,Computer Science,Colleges in overlap markets offering computer science,1
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,76ef9c66-beb9-4ad6-b413-b995d78a9a4c,University of Delaware,University Competitors,University competitors in overlap markets,2
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,9345ec53-04a7-4e39-90ba-c916b9182cde,Bowie State University,University Competitors,University competitors in overlap markets,2
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,79f8ae06-8878-4e4e-87de-0301f452173a,University of Maryland - College Park,University Competitors,University competitors in overlap markets,2
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,68e77f22-ad27-473f-acd6-7a228732577f,"University of Maryland, Baltimore County",University Competitors,University competitors in overlap markets,2
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,4f2a30ef-db6a-4201-9cb3-690f97217c2e,University of Maryland Eastern Shore,University Competitors,University competitors in overlap markets,2
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,f6864856-1dd5-488f-b2ad-532ff8b061b6,St. Mary's College of Maryland,University Competitors,University competitors in overlap markets,2
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,247dcdd9-5818-47b5-a3f3-fbb1037212c4,University of Maryland - Baltimore,University Competitors,University competitors in overlap markets,2
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,5586a9bd-51af-4b9b-9b81-5845bbc38748,Frostburg State University,University Competitors,University competitors in overlap markets,2
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,ab1a251c-f240-4436-86fb-89c4136c70ed,Towson University,University Competitors,University competitors in overlap markets,2
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,2a97f7fd-da39-476f-8a72-3ebeb519914d,Stevenson University,University Competitors,University competitors in overlap markets,2
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,a1ac9215-0465-4382-bd92-80f2692c8d2f,Baltimore City Community College,Colleges with Aviation Programs,Market to support aviation program recruitment,3
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,4f2a30ef-db6a-4201-9cb3-690f97217c2e,University of Maryland Eastern Shore,Colleges with Aviation Programs,Market to support aviation program recruitment,3
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,a92e489c-6479-4ab6-a7f5-da4b36f81f3a,Liberty University,Colleges with Aviation Programs,Market to support aviation program recruitment,3
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,270c6db6-25a6-4b0e-b3b7-bcd9f91b3936,Delaware State University,Colleges with Aviation Programs,Market to support aviation program recruitment,3
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,5e85a14e-fd49-45fb-a674-53fec546fda3,Averett University,Colleges with Aviation Programs,Market to support aviation program recruitment,3
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,5efd3575-e136-48cc-a461-6f278c3beb5f,Hampton University,Colleges with Aviation Programs,Market to support aviation program recruitment,3
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,e9b8e24a-a96e-42f6-aae5-4c89ca96d7d3,Elizabeth City State University,Colleges with Aviation Programs,Market to support aviation program recruitment,3
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,04f9ab8d-dd5e-427f-acd8-841051062033,Embry-Riddle Aeronautical University,Colleges with Aviation Programs,Market to support aviation program recruitment,3
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,2cb0f0a7-571f-47b4-a2c0-11afd1ca6581,Excelsior University,Colleges with Cybersecurity,Colleges in overlap markets offering cybersecurity,4
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,d8a17c0f-cc25-4d2a-b231-0303ea016427,Carnegie Mellon University,Colleges with Cybersecurity,Colleges in overlap markets offering cybersecurity,4
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,79f8ae06-8878-4e4e-87de-0301f452173a,University of Maryland - College Park,Colleges with Cybersecurity,Colleges in overlap markets offering cybersecurity,4
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,65ed31e0-db36-4ec4-bb1a-73e0a38a885f,University of Maryland - Global Campus,Colleges with Cybersecurity,Colleges in overlap markets offering cybersecurity,4
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,9345ec53-04a7-4e39-90ba-c916b9182cde,Bowie State University,Colleges with Cybersecurity,Colleges in overlap markets offering cybersecurity,4
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,ab1a251c-f240-4436-86fb-89c4136c70ed,Towson University,Colleges with Cybersecurity,Colleges in overlap markets offering cybersecurity,4
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,acfbad09-d55d-4101-afcf-500ce0450c89,United States Naval Academy,Colleges with Cybersecurity,Colleges in overlap markets offering cybersecurity,4
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,0de4b9ec-961d-4915-8869-7496b5688f15,Rochester Institute of Technology,Colleges with Cybersecurity,Colleges in overlap markets offering cybersecurity,4
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,ae57a0c9-a65b-4163-a763-42c95ad9de22,The University of Baltimore,All College Market,General list of competitor colleges in overlap markets,5
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,bc6f707c-da0e-4db1-b06f-ebfe9473423b,Johns Hopkins University,All College Market,General list of competitor colleges in overlap markets,5
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,a78118a3-87bb-4861-9b2e-06f244c53bbc,Loyola University Maryland,All College Market,General list of competitor colleges in overlap markets,5
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,8d46846a-1658-4bee-9be5-907f81bed79a,Goucher College,All College Market,General list of competitor colleges in overlap markets,5
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,5f1ac51e-b8b2-4bc1-bcd3-727e13168e54,Washington Adventist University,All College Market,General list of competitor colleges in overlap markets,5
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,0506d9ac-8226-46cd-b7c4-0f3cd8a97e66,Coppin State University,All College Market,General list of competitor colleges in overlap markets,5
,c1a32b1d-394d-42ff-9ca0-bc1d55195d24,Capitol Technology University,e3199e9d-67d9-48da-a3eb-2d5fdd15918d,University of the District of Columbia,All College Market,General list of competitor colleges in overlap markets,5
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,b8b0b015-4c19-47e8-bc54-f704470b5d1e,University of Oklahoma,In-State Market Comparison,Comparable schools in Oklahoma,1
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,e2c23d77-a108-41a1-b566-05fcb2e742c6,Oklahoma State University,In-State Market Comparison,Comparable schools in Oklahoma,1
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,14315b39-88dc-4f53-842d-76f0b7835d56,Oral Roberts University,In-State Market Comparison,Comparable schools in Oklahoma,1
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,b9b88a2e-0178-41d8-8ef2-25009187556c,University of Central Oklahoma,In-State Market Comparison,Comparable schools in Oklahoma,1
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,06666c39-6e59-4521-8779-9114e0db10a2,Oklahoma Baptist University,In-State Market Comparison,Comparable schools in Oklahoma,1
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,f98b224b-a6ba-4689-96ad-1ac05d172d46,Northeastern State University,In-State Market Comparison,Comparable schools in Oklahoma,1
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,864919d6-f9c8-4d98-8ee1-87ae2283b9a7,Oklahoma Christian University,In-State Market Comparison,Comparable schools in Oklahoma,1
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,00e9693f-fcbc-4c77-ae73-b3423b733597,Rogers State University,In-State Market Comparison,Comparable schools in Oklahoma,1
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,f5342aef-9206-4df9-bcfe-f2ac9b70bc63,Oklahoma State University - Oklahoma City,In-State Market Comparison,Comparable schools in Oklahoma,1
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,b0bed62f-b0d1-411a-ba4f-2389721e2196,Oklahoma City University,In-State Market Comparison,Comparable schools in Oklahoma,1
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,ba06e292-7562-4501-83bf-9842bb0589f8,Texas Christian University,Texas Market Comparison,Comparable schools in Texas,2
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,fb07a27e-4a51-4330-a600-094f5786a7d9,Houston Christian University,Texas Market Comparison,Comparable schools in Texas,2
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,aa378d78-d44c-4980-abb6-7cd54df60533,Hardin-Simmons University,Texas Market Comparison,Comparable schools in Texas,2
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,b1b6ff67-4938-4b0c-9645-8ae03caeb22f,Southern Methodist University,Texas Market Comparison,Comparable schools in Texas,2
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,ac9cfdaf-b7c0-44c8-931b-af5caa160f52,Texas A&M University,Texas Market Comparison,Comparable schools in Texas,2
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,3c1bba7d-a36d-493c-b74f-20b18c3c23df,Baylor University,Texas Market Comparison,Comparable schools in Texas,2
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,5747590f-e816-466d-a519-33f175061453,Rice University,Texas Market Comparison,Comparable schools in Texas,2
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,bc90e2b6-e112-43ed-ac5c-3548829ea3dd,University of Texas - Austin,Texas Market Comparison,Comparable schools in Texas,2
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,f3315e60-decf-4d24-9051-86c3a287a693,Trinity University,Texas Market Comparison,Comparable schools in Texas,2
,4fa61b7f-bd1a-40eb-9843-098177afbda2,The University of Tulsa,134539d5-e860-4c36-85f9-a5cc48d67109,Texas Tech University,Texas Market Comparison,Comparable schools in Texas,2
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,1055a5cc-2b9a-4c13-87d0-9f5e4863dba8,Asbury University,KY Cross Apps,Kentucky colleges with high cross-app,1
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,dc24c3d4-310d-475f-8637-b2a18f38af11,Bellarmine University,KY Cross Apps,Kentucky colleges with high cross-app,1
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,feb8814f-9ea8-4eb1-a17c-05cc7f167b53,Berea College,KY Cross Apps,Kentucky colleges with high cross-app,1
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,4f36b886-599a-46bb-9861-e309e3a699d5,Eastern Kentucky University,KY Cross Apps,Kentucky colleges with high cross-app,1
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,efc0fa60-5b1f-4c06-ae94-1812657b75cf,Georgetown College,KY Cross Apps,Kentucky colleges with high cross-app,1
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,709c9868-25cf-40d4-b94e-b2420a0dbbc6,Morehead State University,KY Cross Apps,Kentucky colleges with high cross-app,1
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,5b881fb8-ccbc-444e-8641-672e2458ed3f,Murray State University,KY Cross Apps,Kentucky colleges with high cross-app,1
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,51a8a818-b9de-4e30-b9b9-acfd16032e05,Transylvania University,KY Cross Apps,Kentucky colleges with high cross-app,1
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,366832a5-05dd-47e7-9434-91ad1d86f859,University of Kentucky,KY Cross Apps,Kentucky colleges with high cross-app,1
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,3ccbb87c-1a04-431b-86fa-3471be039be9,University of Louisville,KY Cross Apps,Kentucky colleges with high cross-app,1
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,aab81765-0dc0-4f7e-ac15-280590baed68,Colorado College,Small College Consortium,Colleges part of the small college consortium,2
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,2585ec6d-0fea-499c-b7e1-a4b445853139,Denison University,Small College Consortium,Colleges part of the small college consortium,2
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,54372752-4eb0-4df3-9c9b-afda7e80d16d,Franklin & Marshall College,Small College Consortium,Colleges part of the small college consortium,2
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,a0f32e0b-7896-407d-ab7c-b96ffe35d307,Gettysburg College,Small College Consortium,Colleges part of the small college consortium,2
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,d89702e5-2618-48c0-ba58-a67a9f0411c8,Grinnell College,Small College Consortium,Colleges part of the small college consortium,2
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,6d71d96c-77f0-4fc6-846f-8f4835ca6420,Kenyon College,Small College Consortium,Colleges part of the small college consortium,2
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,39a0f4a6-18de-4e61-8ef0-de48903d8b78,Lafayette College,Small College Consortium,Colleges part of the small college consortium,2
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,bbb471e1-f21d-4278-83a4-c97222ee902d,Macalester College,Small College Consortium,Colleges part of the small college consortium,2
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,d6fcb9a4-0e53-4db4-ab33-8ba0d7807017,Muhlenberg College,Small College Consortium,Colleges part of the small college consortium,2
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,b6fa95d1-441d-4568-ab4d-6e8fe10653ca,Berry College,Athletic Conference,Colleges in the same athletic conference,3
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,94e4218a-ac47-4835-a295-3f66dc255540,Maryville College,Athletic Conference,Colleges in the same athletic conference,3
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,21d0c3f8-3a91-42c1-81b8-4c5828db77dc,Millsaps College,Athletic Conference,Colleges in the same athletic conference,3
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,34e8b4c6-5181-4d94-a5e8-20b4910947e0,Oglethorpe University,Athletic Conference,Colleges in the same athletic conference,3
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,53a1a524-ef97-4f51-a310-1af4a50f05b0,Rhodes College,Athletic Conference,Colleges in the same athletic conference,3
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,0f3f6467-1dca-4dda-9c65-37c2117fadb3,Sewanee - The University of the South,Athletic Conference,Colleges in the same athletic conference,3
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,a7294d9b-e8ad-4d10-87d5-e2e413738080,Southwest University,Athletic Conference,Colleges in the same athletic conference,3
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,f3315e60-decf-4d24-9051-86c3a287a693,Trinity University,Athletic Conference,Colleges in the same athletic conference,3
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,7cdaccaa-4888-4f76-9352-28998c237e6c,Wittenberg University,Athletic Conference,Colleges in the same athletic conference,3
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,04c2f950-cb5f-4785-a8fc-dad897becd6d,Beloit College,CTCL,Colleges That Change Lives,5
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,319b5387-5c04-4800-8c43-235676099e04,College of Wooster,CTCL,Colleges That Change Lives,5
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,6e001eef-6195-431a-b281-c944206bc540,DePauw University,CTCL,Colleges That Change Lives,5
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,e069d749-b40b-4033-be88-649856af92c1,Earlham College,CTCL,Colleges That Change Lives,5
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,4f2691e0-f121-4f58-bfa5-665510ed83d0,Hampshire College,CTCL,Colleges That Change Lives,5
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,4750c16e-b7ef-40ad-8c54-ed7b6e6bcb4e,Juniata College,CTCL,Colleges That Change Lives,5
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,f36f062d-49d8-491e-a8c1-a148d092ff5b,Kalamazoo College,CTCL,Colleges That Change Lives,5
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,34f6e10e-2f5f-4da1-bca9-5c66cb8f81a7,Knox College,CTCL,Colleges That Change Lives,5
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,7e5b204e-da28-40c9-b69c-6dde84b11630,Oberlin College,CTCL,Colleges That Change Lives,5
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,a5f77381-d187-4a5a-be55-fc272e5c30e5,Wabash College,CTCL,Colleges That Change Lives,5
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,1ad50a05-6325-4392-b428-a08c944e61ef,Davidson College,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,1f4b31ee-7cb3-400b-820e-bf5acef29989,Furman University,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,7e141db4-0980-4a41-bd79-79dfa262d674,Hendrix College,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,21d0c3f8-3a91-42c1-81b8-4c5828db77dc,Millsaps College,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,83b6dad1-735e-4995-8892-5910e6dbbabd,Morehouse College,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,53a1a524-ef97-4f51-a310-1af4a50f05b0,Rhodes College,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,88ee91fc-900b-49c9-b905-633c8d58200f,Rollins College,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,0f3f6467-1dca-4dda-9c65-37c2117fadb3,Sewanee - The University of the South,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,59885caa-b205-4c07-ab30-607ad21c8e12,Southwestern University,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,73446a4f-a085-462a-8efb-3bab23d03fce,Spelman College,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,f3315e60-decf-4d24-9051-86c3a287a693,Trinity University,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,94a3b32f-7213-4ea2-bc3a-5aa612b3850c,University of Richmond,ACS,Accociated Colleges of the South,4
,256bfe72-bef3-4a32-accd-91c9306baad9,Centre College,9ec8d52e-4aec-4d22-8932-cd330813dcd5,Washington and Lee University,ACS,Accociated Colleges of the South,4
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,5227aaf0-02d7-497d-ad78-aeacf304eb38,Seattle University,Catholic Competitors,"Catholics similar in size, market, competitors",1
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,3d9f7ffe-5d9b-45af-815a-5ac0c2f4c52c,Gonzaga University,Catholic Competitors,"Catholics similar in size, market, competitors",1
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,72a41b41-aadc-45ea-bf78-592becb4f1b7,University of San Francisco,Catholic Competitors,"Catholics similar in size, market, competitors",1
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,3b71452f-b6c1-4c12-86a2-1f4e160fdfb3,Santa Clara University,Catholic Competitors,"Catholics similar in size, market, competitors",1
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,d0f99d70-e991-434a-a22b-d01ba983143d,Chaminade University of Honolulu,Catholic Competitors,"Catholics similar in size, market, competitors",1
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,69ce0fbb-58c4-45e8-b17b-0480a915771a,Saint Mary's College of California,Catholic Competitors,"Catholics similar in size, market, competitors",1
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,62f0c452-9441-4c5b-b83d-cd8de1a7527c,University of San Diego,Catholic Competitors,"Catholics similar in size, market, competitors",1
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,8c7f93e4-7738-43ab-81e2-876c5fef63ce,Loyola Marymount University,Catholic Competitors,"Catholics similar in size, market, competitors",1
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,1d5b13f0-4223-40dd-a647-282410d0fb58,Mount Saint Mary's University Los Angeles,Catholic Competitors,"Catholics similar in size, market, competitors",1
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,ee7d2698-9fcb-4645-9c99-cbc2c88cb232,Creighton University,Catholic Competitors,"Catholics similar in size, market, competitors",1
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,bdfbfaf3-f957-4b03-8c05-b600a3938e27,Portland State University,Oregon Competitors,Competitor schools in Oregon,2
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,ad74490c-c545-420d-80c6-46146daaf5a9,Pacific University Oregon,Oregon Competitors,Competitor schools in Oregon,2
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,ada7d3b1-b9c5-41cd-ad95-bddb87711e19,Oregon State University,Oregon Competitors,Competitor schools in Oregon,2
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,a318fffc-8494-4337-a750-37c464292a01,University of Oregon,Oregon Competitors,Competitor schools in Oregon,2
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,afc0b74e-6160-405f-b9ec-69f67855b331,Linfield University,Oregon Competitors,Competitor schools in Oregon,2
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,6504f1ee-d47c-44e5-a611-cf344b3effb9,Lewis & Clark College,Oregon Competitors,Competitor schools in Oregon,2
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,5c9ab696-de0e-4271-8bf4-163137359704,Willamette University,Oregon Competitors,Competitor schools in Oregon,2
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,3c342441-3847-44b0-843a-71798dc38fbc,George Fox University,Oregon Competitors,Competitor schools in Oregon,2
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,3b2a0fda-87e8-4a74-96ed-007fb31ef41c,Portland Community College,Oregon Competitors,Competitor schools in Oregon,2
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,ad74490c-c545-420d-80c6-46146daaf5a9,Pacific University Oregon,Pacific Northwest Privates,Private schools in the PNW,3
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,5227aaf0-02d7-497d-ad78-aeacf304eb38,Seattle University,Pacific Northwest Privates,Private schools in the PNW,3
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,115796b4-a9ea-457d-8f42-15755f0b306f,Seattle Pacific University,Pacific Northwest Privates,Private schools in the PNW,3
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,afc0b74e-6160-405f-b9ec-69f67855b331,Linfield University,Pacific Northwest Privates,Private schools in the PNW,3
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,6504f1ee-d47c-44e5-a611-cf344b3effb9,Lewis & Clark College,Pacific Northwest Privates,Private schools in the PNW,3
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,7283a37d-8440-4c00-b86c-78c5038a0791,University of Puget Sound,Pacific Northwest Privates,Private schools in the PNW,3
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,3d9f7ffe-5d9b-45af-815a-5ac0c2f4c52c,Gonzaga University,Pacific Northwest Privates,Private schools in the PNW,3
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,26baab19-ef79-40b2-a17d-2bda477423a1,Pacific Lutheran University,Pacific Northwest Privates,Private schools in the PNW,3
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,5c9ab696-de0e-4271-8bf4-163137359704,Willamette University,Pacific Northwest Privates,Private schools in the PNW,3
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,cb3dfa63-2ab6-4f7a-a218-4919f8d8b694,University of Dayton,National Urban Catholics (excl outliers),"Catholics in urban area populations between 2.5 mil and 9.5 mil, Tuition < 70k",4
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,d3866e88-49fd-47ad-a8bc-6b74f86b9c33,Saint Louis University,National Urban Catholics (excl outliers),"Catholics in urban area populations between 2.5 mil and 9.5 mil, Tuition < 70k",4
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,5227aaf0-02d7-497d-ad78-aeacf304eb38,Seattle University,National Urban Catholics (excl outliers),"Catholics in urban area populations between 2.5 mil and 9.5 mil, Tuition < 70k",4
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,21f8641e-453a-43ad-9945-eec60c6d7031,University of Detroit Mercy,National Urban Catholics (excl outliers),"Catholics in urban area populations between 2.5 mil and 9.5 mil, Tuition < 70k",4
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,72a41b41-aadc-45ea-bf78-592becb4f1b7,University of San Francisco,National Urban Catholics (excl outliers),"Catholics in urban area populations between 2.5 mil and 9.5 mil, Tuition < 70k",4
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,4caa6248-6cbc-40bf-af3a-42650b42a8e9,Villanova University,National Urban Catholics (excl outliers),"Catholics in urban area populations between 2.5 mil and 9.5 mil, Tuition < 70k",4
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,6596010e-594b-49f4-9a98-923eed5078c1,The Catholic University of America,National Urban Catholics (excl outliers),"Catholics in urban area populations between 2.5 mil and 9.5 mil, Tuition < 70k",4
,660f3659-7387-4d8b-91d7-a3c56fd9f684,University of Portland,1c9182d2-2d4a-4181-8e42-19f15cb46ea3,University of St. Thomas - Texas,National Urban Catholics (excl outliers),"Catholics in urban area populations between 2.5 mil and 9.5 mil, Tuition < 70k",4
